RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID
14047776,EFILE,260745625,201512,1/3/2017 9:02:40 AM,CENTRAL MINNESOTA FINANCIAL MANAGEMENT INC,990EO,93492225010846,201642259349201084
14047773,EFILE,236279903,201512,1/3/2017 9:02:39 AM,BRANCH VALLEY FISH GAME AND FORESTRY,990EO,93492225007196,201642259349200719
14047770,EFILE,510667352,201606,1/3/2017 9:02:39 AM,JAPANESE ENTREPRENEUR NETWORK INC,990EO,93492231001286,201632319349200128
14047765,EFILE,471746234,201512,1/3/2017 9:02:38 AM,WE VOTE WE WIN,990EO,93492230004386,201632309349200438
14047753,EFILE,742811628,201512,1/3/2017 9:02:36 AM,GREATER CALDWELL COUNTY HISPANIC CHAMBER OF COMMERCE,990EO,93492228009386,201632289349200938
14047752,EFILE,630954043,201603,1/3/2017 9:02:35 AM,LALUNA SERVANTE INC,990EO,93492228008536,201632289349200853
14047748,EFILE,220729430,201512,1/3/2017 9:02:35 AM,AMALGAMATED TRANSIT UNION 821 LOCAL,990EO,93492226006136,201632269349200613
14047772,EFILE,521235530,201512,1/3/2017 9:02:39 AM,INTL ASSOC OF PROF FIREFIGHTERS LOCAL 2803,990EO,93492225003346,201642259349200334
14047758,EFILE,742807471,201512,1/3/2017 9:02:36 AM,TA YACHT CLUB INC,990EO,93492228022186,201632289349202218
14047755,EFILE,631252587,201509,1/3/2017 9:02:36 AM,COMMUNITY DEVELOPMENT FOUNDATION,990EO,93492228015086,201632289349201508
14047750,EFILE,161074048,201605,1/3/2017 9:02:35 AM,GENEGANTSLET LAKE ASSOCIATION INC,990EO,93492228002086,201632289349200208
14047766,EFILE,751546576,201606,1/3/2017 9:02:38 AM,ROTARY CLUB OF ENNIS TEXAS,990EO,93492230005286,201632309349200528
14047759,EFILE,911058977,201512,1/3/2017 9:02:36 AM,GRANITE FALLS SENIOR CITIZENS,990EO,93492228024086,201632289349202408
14047757,EFILE,746015156,201512,1/3/2017 9:02:36 AM,GALVESTON MUNICIPAL POLICE ASSOCIATION,990EO,93492228016436,201632289349201643
14047751,EFILE,541697617,201512,1/3/2017 9:02:35 AM,CHESTERFIELD YOUTH SOFTBALL,990EO,93492228004136,201632289349200413
14047186,EFILE,593737242,201512,1/3/2017 8:57:52 AM,JAYCARE ENRICHMENT ACADEMY INC,990EZ,93492228046086,201632289349204608
14047173,EFILE,261437999,201512,1/3/2017 8:57:48 AM,SINGLETRACK ADVOCATES,990EZ,93492228029436,201632289349202943
14047169,EFILE,330772477,201512,1/3/2017 8:57:47 AM,GET SAFE CHOICE PERSONAL SAFETY INC,990EZ,93492228023636,201632289349202363
14047165,EFILE,720840850,201512,1/3/2017 8:57:46 AM,HURRICANE SWIM CLUB,990EZ,93492228020086,201632289349202008
14047164,EFILE,472082709,201512,1/3/2017 8:57:46 AM,CITYCARE COUNSELING INC,990EZ,93492228019886,201632289349201988
14047163,EFILE,311691477,201604,1/3/2017 8:57:46 AM,SOMERVILLE YOUTH HOCKEY ASSOCIATION,990EZ,93492228017736,201632289349201773
14047161,EFILE,311603245,201512,1/3/2017 8:57:45 AM,HARVEST TIME MINISTRIES,990EZ,93492228015786,201632289349201578
14047158,EFILE,205393321,201509,1/3/2017 8:57:44 AM,SEATTLE CHILDRENS HOSPITAL DBA FRIENDS FOR LIFE GUILD,990EZ,93492228000036,201632289349200003
14047182,EFILE,205828579,201512,1/3/2017 8:57:51 AM,CARTERET ISLAMIC CENTER INC,990EZ,93492228042336,201632289349204233
14047178,EFILE,311732129,201512,1/3/2017 8:57:50 AM,FREDRICK MINISTRIES INC,990EZ,93492228034336,201632289349203433
14047160,EFILE,522330085,201512,1/3/2017 8:57:45 AM,LUCKY CAT RESCUE,990EZ,93492228004336,201632289349200433
14047167,EFILE,471518284,201512,1/3/2017 8:57:47 AM,MISSISSIPPI COAST MODEL RAILROAD MUSEUM,990EZ,93492228022136,201632289349202213
14047159,EFILE,455595907,201512,1/3/2017 8:57:44 AM,STAMFORD LEGION BASEBALL INC,990EZ,93492228002236,201632289349200223
14047181,EFILE,743017781,201512,1/3/2017 8:57:51 AM,ROPIN DREAMS CELEBRITY COWBOY GOLF TOURNAMENT,990EZ,93492228041036,201632289349204103
14047177,EFILE,954554824,201512,1/3/2017 8:57:50 AM,WELLNESS WORKS COMMUNITY HEALTH CENTER,990EZ,93492228033486,201632289349203348
14047183,EFILE,113698646,201512,1/3/2017 8:57:51 AM,PORTLAND BOYCHOIR,990EZ,93492228042386,201632289349204238
14047175,EFILE,464110961,201512,1/3/2017 8:57:49 AM,JOHN MACK FOUNDATION,990EZ,93492228031386,201632289349203138
14047162,EFILE,263759258,201512,1/3/2017 8:57:45 AM,JUMPSTART NETWORK INC,990EZ,93492228017336,201632289349201733
14047174,EFILE,233063020,201509,1/3/2017 8:57:49 AM,GREGORY W MOYER DEFIBRILLATOR FUND INC,990EZ,93492228030036,201632289349203003
14047171,EFILE,455534258,201512,1/3/2017 8:57:48 AM,SERVE ALL FOUNDATION,990EZ,93492228028036,201632289349202803
14047185,EFILE,205655295,201512,1/3/2017 8:57:52 AM,HAMOREH MINISTRIES,990EZ,93492228043786,201632289349204378
14073763,EFILE,743095268,201512,1/10/2017 9:56:37 PM,BROOKSHIRE NEW BIRTH MINISTRIES,990EZ,93492259009456,201602599349200945
14073762,EFILE,680305808,201606,1/10/2017 9:56:37 PM,CHILDRENS COLLABRIUM,990EZ,93492259009206,201602599349200920
14073759,EFILE,020643004,201606,1/10/2017 9:56:36 PM,ROYAL PALMS OF ST LUCIE INC,990EZ,93492259003256,201602599349200325
14073199,EFILE,263936859,201512,1/10/2017 8:17:39 PM,GEORGIA TRADE-UP INC,990,93493230010006,201602309349301000
14073197,EFILE,942783401,201512,1/10/2017 8:17:38 PM,LEGAL AID SOCIETY - EMPLOYMENT LAW CENTER,990,93493229005256,201602299349300525
14073209,EFILE,411518579,201509,1/10/2017 8:17:45 PM,KNOLLWOOD COMMUNITY HOUSING CORP,990,93493225017836,201632259349301783
14073195,EFILE,591911653,201512,1/10/2017 8:17:37 PM,YOUNG MENS CHRISTIAN ASSOCIATION OF THE TREASURE COAST INC,990,93493228058006,201602289349305800
14073204,EFILE,912187143,201512,1/10/2017 8:17:42 PM,CONNECTICUT INSTITUTE FOR COMMUNITIES INC,990,93493225025766,201612259349302576
14073196,EFILE,382761126,201512,1/10/2017 8:17:37 PM,NATIONAL CENTER FOR MANUFACTURING SCIENCES,990,93493228064806,201602289349306480
14073192,EFILE,820506420,201603,1/10/2017 8:17:35 PM,TETON VALLEY TRAILS AND PATHWAYS INCORPORATED,990,93493228037406,201602289349303740
14073189,EFILE,260847220,201512,1/10/2017 8:17:32 PM,ALLIANCE FOR BUSINESS LEADERSHIP INC,990,93493207009506,201602079349300950
14073200,EFILE,590674260,201512,1/10/2017 8:17:39 PM,MIAMI HEART RESEARCH INSTITUTE INC,990,93493208012566,201612089349301256
14073201,EFILE,203130699,201512,1/10/2017 8:17:40 PM,SCHOOL CHOICE OHIO INC,990,93493210013016,201612109349301301
14073215,EFILE,520972043,201512,1/10/2017 8:17:49 PM,REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,990,93493203000146,201642039349300014
14073207,EFILE,430666759,201512,1/10/2017 8:17:44 PM,MISSOURI BOTANICAL GARDEN BOARD OF TRUSTEES,990,93493207011236,201632079349301123
14073214,EFILE,300274709,201512,1/10/2017 8:17:48 PM,NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS,990,93493201001246,201642019349300124
14073213,EFILE,340714797,201512,1/10/2017 8:17:47 PM,TUSCARAWAS CTY YMCA CHRISTIAN ASSN,990,93493161005396,201641619349300539
14073217,EFILE,131950856,201512,1/10/2017 8:17:50 PM,AMERICAN GERIATRICS SOCIETY,990,93493208012746,201642089349301274
14073208,EFILE,201547478,201512,1/10/2017 8:17:44 PM,CHILDRENS AGENDA INC,990,93493209004036,201632099349300403
14073194,EFILE,464056973,201512,1/10/2017 8:17:36 PM,NEW SANCTUARY MOVEMENT OF PHILADELPHIA,990,93493228057456,201602289349305745
14073206,EFILE,320167398,201512,1/10/2017 8:17:43 PM,CENTER FOR MICHIGAN INC,990,93493225037416,201612259349303741
14073203,EFILE,205320422,201512,1/10/2017 8:17:41 PM,EDVOICE INSTITUTE FOR RESEARCH AND EDUCATION,990,93493225025716,201612259349302571
14073202,EFILE,016048322,201512,1/10/2017 8:17:41 PM,MAINE ORGANIC FARMERS AND GARDENERS ASSOCIATION,990,93493225019566,201612259349301956
14073190,EFILE,300126510,201512,1/10/2017 8:17:33 PM,CENTER FOR AMERICAN PROGRESS,990,93493225018406,201602259349301840
14073218,EFILE,431074552,201512,1/10/2017 8:17:51 PM,MISSOURI CHILDCARE ASSOCIATION DBA MISSOURI COALITION OF CHILDRENS AGENCIES,990,93493222011396,201642229349301139
14073193,EFILE,943162024,201512,1/10/2017 8:17:36 PM,UNITED POLICYHOLDERS,990,93493228053906,201602289349305390
14073211,EFILE,043828416,201512,1/10/2017 8:17:46 PM,OUR LADY OF ANGELS ST JOSEPHS MEDICAL CLINIC INC,990,93493225018836,201632259349301883
14073663,EFILE,581698610,201512,1/10/2017 9:26:50 PM,NORTH CAROLINA GLAXOSMITHKLINE FOUNDATION INC,990PF,93491256000526,201622569349100052
14073656,EFILE,116447242,201510,1/10/2017 9:26:47 PM,SWARTZ FOUNDATION,990PF,93491259001416,201612599349100141
14073648,EFILE,471775160,201512,1/10/2017 9:26:44 PM,SALAMA ACADEMY,990PF,93491254000016,201612549349100001
14073653,EFILE,526037555,201512,1/10/2017 9:26:46 PM,POSNER-WALLACE FOUNDATION,990PF,93491258000216,201612589349100021
14073651,EFILE,626195897,201512,1/10/2017 9:26:45 PM,TOBY S WILT FAMILY FOUNDATION,990PF,93491257000116,201612579349100011
14073659,EFILE,010560590,201601,1/10/2017 9:26:48 PM,INNER ASIAN CONSERVATION INC,990PF,93491259004116,201612599349100411
14073668,EFILE,426271667,201604,1/10/2017 9:26:52 PM,RACHEL YOUNKER FOUNDATION TRUST,990PF,93491256001326,201622569349100132
14073672,EFILE,464332181,201512,1/10/2017 9:26:53 PM,BERMAN FOUNDATION INC,990PF,93491258004226,201622589349100422
14073673,EFILE,461252608,201512,1/10/2017 9:26:54 PM,EFRUSY FAMILY FOUNDATION,990PF,93491258005076,201622589349100507
14073647,EFILE,202620504,201603,1/10/2017 9:26:44 PM,PROCACCIANTI FAMILY FOUNDATION,990PF,93491259005106,201602599349100510
14073646,EFILE,133642159,201510,1/10/2017 9:26:44 PM,CUMMINGS-GOLDMAN FOUNDATION CO ROSENBERG  MANENTE CPA PLLC,990PF,93491259001406,201602599349100140
14073645,EFILE,261964753,201512,1/10/2017 9:26:43 PM,CARRIE AND DAVID SCHULMAN FAMILY FOUNDATION,990PF,93491259001056,201602599349100105
14073669,EFILE,756006485,201606,1/10/2017 9:26:52 PM,BESSIE I HOFSTETTER TRUST,990PF,93491256003026,201622569349100302
14073661,EFILE,066444610,201512,1/10/2017 9:26:49 PM,THOMAS CHARITABLE FOUNDATION,990PF,93491256000026,201622569349100002
14073666,EFILE,330894764,201512,1/10/2017 9:26:51 PM,WILLIAM AND LORRAINE MCCUNE FAMILY FOUNDATION,990PF,93491256000826,201622569349100082
14073665,EFILE,133490882,201606,1/10/2017 9:26:50 PM,KLEBAN FOUNDATION INC CO MARKS PANETH LLP,990PF,93491256000776,201622569349100077
14073670,EFILE,596141279,201510,1/10/2017 9:26:53 PM,BEN TOBIN FOUNDATION,990PF,93491256006126,201622569349100612
14073658,EFILE,461052244,201512,1/10/2017 9:26:48 PM,MONTANA RIGHT HAND FOUNDATION,990PF,93491259002166,201612599349100216
14073655,EFILE,386869248,201512,1/10/2017 9:26:47 PM,RHY CHARITABLE TRUST,990PF,93491259001216,201612599349100121
14073652,EFILE,946124174,201602,1/10/2017 9:26:46 PM,MARTIN FIELD FOUNDATION,990PF,93491257000166,201612579349100016
14073407,EFILE,452855463,201512,1/10/2017 8:28:47 PM,TRUE VINE FELLOWSHIP,990EZ,93492228001436,201632289349200143
14073400,EFILE,581481753,201512,1/10/2017 8:28:45 PM,TOLBERT MOORE MINISTRIES INC,990EZ,93492226006036,201632269349200603
14073397,EFILE,141711041,201512,1/10/2017 8:28:44 PM,NEW YORKERS AGAINST THE DEATH PENALTY INC,990EZ,93492160007086,201631609349200708
14073416,EFILE,621406154,201512,1/10/2017 8:28:50 PM,TENNESSEE HOSPICE ORGANIZATION INC,990EZ,93492217002496,201642179349200249
14073417,EFILE,204849519,201512,1/10/2017 8:28:51 PM,DISTRICT OF COLUMBIA ACCESS TO JUSTICE FOUNDATION,990EZ,93492217004396,201642179349200439
14073391,EFILE,930691194,201512,1/10/2017 8:28:43 PM,COMMUNITY ALLIANCE OF LANE COUNTY,990EZ,93492228023906,201602289349202390
14073390,EFILE,464591657,201512,1/10/2017 8:28:42 PM,OPEN COMMUNITIES ALLIANCE INC,990EZ,93492225014356,201602259349201435
14073392,EFILE,311081395,201512,1/10/2017 8:28:43 PM,FRIENDS OF THE HAYNER INC,990EZ,93492204000016,201612049349200001
14073393,EFILE,743003338,201512,1/10/2017 8:28:43 PM,TEXAS WATCH FOUNDATION,990EZ,93492214001216,201612149349200121
14073394,EFILE,463513193,201512,1/10/2017 8:28:44 PM,CYBER CIVIL RIGHTS INITIATIVE,990EZ,93492216003016,201612169349200301
14073395,EFILE,341956635,201512,1/10/2017 8:28:44 PM,OHIO COALITION AGAINST GUN VIOLENCE,990EZ,93492221007316,201612219349200731
14073396,EFILE,742832545,201512,1/10/2017 8:28:44 PM,NEW MEXICO ASSOCIATION OF NONPUBLIC SCHOOLS,990EZ,93492224020016,201612249349202001
14073388,EFILE,262061793,201512,1/10/2017 8:28:41 PM,FRIENDS OF THE MERIDIAN FREE LIBRARY DISTRICT INC,990EZ,93492223009106,201602239349200910
14073409,EFILE,412194382,201512,1/10/2017 8:28:48 PM,BUILDING YOUTH THRU MUSIC,990EZ,93492228010786,201632289349201078
14073410,EFILE,810583668,201605,1/10/2017 8:28:48 PM,KOINONIA HOMESCHOOL SUPPORT GROUP CORPORATION,990EZ,93492228011136,201632289349201113
14073402,EFILE,460781938,201512,1/10/2017 8:28:46 PM,KIDS AGAINST HUNGER PADUCAH,990EZ,93492227000386,201632279349200038
14073414,EFILE,830379777,201512,1/10/2017 8:28:50 PM,INTERNATIONAL WORKING DOG BREEDING ASSN,990EZ,93492228020036,201632289349202003
14073413,EFILE,237166711,201512,1/10/2017 8:28:49 PM,HIGHLAND COUNTY VOLUNTEER FIRE DEPARTMENT,990EZ,93492228019736,201632289349201973
14073411,EFILE,611209733,201603,1/10/2017 8:28:48 PM,ELKS NO 273 LADIES AUXILIARY INC,990EZ,93492228011436,201632289349201143
14073406,EFILE,133921812,201512,1/10/2017 8:28:47 PM,JACK WEPRIN FOUNDATION INC CO FRIEDMAN LLP,990EZ,93492228000286,201632289349200028
14073403,EFILE,510526534,201512,1/10/2017 8:28:46 PM,CULTIVADORESCULTIVATORS,990EZ,93492227002236,201632279349200223
14073404,EFILE,273711702,201512,1/10/2017 8:28:46 PM,METRO DENVER LEMONADE DAY INC,990EZ,93492227007136,201632279349200713
14073399,EFILE,431390638,201512,1/10/2017 8:28:45 PM,MISSOURI WASTE CONTROL COALITION,990EZ,93492226002336,201632269349200233
14073233,EFILE,311229532,201512,1/10/2017 8:19:48 PM,OHIO COMMUNITY DEVELOPMENT FINANCE FUND,990,93493223001386,201632239349300138
14073225,EFILE,237069110,201603,1/10/2017 8:19:42 PM,OXFAM-AMERICA INC,990,93493224028026,201622249349302802
14073224,EFILE,521481896,201603,1/10/2017 8:19:39 PM,HUMAN RIGHTS CAMPAIGN FOUNDATION,990,93493224019076,201622249349301907
14073242,EFILE,911982332,201512,1/10/2017 8:19:54 PM,CONSERVATION VOTERS NEW MEXICO EDUCATION FUND,990,93493222016296,201642229349301629
14073235,EFILE,911829974,201512,1/10/2017 8:19:50 PM,NEBRASKA CHILDREN AND FAMILIES FOUNDATION,990,93493224014336,201632249349301433
14073232,EFILE,850402507,201512,1/10/2017 8:19:47 PM,NATIONAL TACTICAL OFFICERS ASSOC,990,93493222018086,201632229349301808
14073241,EFILE,300001663,201512,1/10/2017 8:19:54 PM,USGBC - MISSOURI GATEWAY CHAPTER,990,93493222013446,201642229349301344
14073220,EFILE,237084339,201512,1/10/2017 8:19:36 PM,GRADUATE MANAGEMENT ADMISSION COUNCIL,990,93493228016306,201602289349301630
14073247,EFILE,311448843,201512,1/10/2017 8:19:58 PM,STATE SCIENCE AND TECHNOLOGY INSTITUTE,990,93493224017996,201642249349301799
14073244,EFILE,351978359,201512,1/10/2017 8:19:56 PM,FRIEDMAN FOUNDATION FOR EDUCATIONAL CHOICE INC,990,93493223019896,201642239349301989
14073248,EFILE,522235570,201512,1/10/2017 8:19:59 PM,DISTRICT OF COLUMBIA EMPLOYMENT JUSTICE CENTER,990,93493224022596,201642249349302259
14073246,EFILE,010541478,201512,1/10/2017 8:19:58 PM,MAINE CONSERVATION ALLIANCE,990,93493224007146,201642249349300714
14073219,EFILE,411606979,201512,1/10/2017 8:19:35 PM,A PLUS HOME CARE INC,990,93493225026606,201602259349302660
14073228,EFILE,421110721,201512,1/10/2017 8:19:44 PM,IOWA CITIZENS FOR COMMUNITY IMPROVEMENT,990,93493221009336,201632219349300933
14073229,EFILE,386263347,201603,1/10/2017 8:19:45 PM,COUNCIL OF MICHIGAN FOUNDATIONS,990,93493222011286,201632229349301128
14073226,EFILE,300027036,201512,1/10/2017 8:19:43 PM,NATIONAL ADULT DAY SERVICES ASSOCIATION,990,93493224030026,201622249349303002
14073231,EFILE,850295346,201512,1/10/2017 8:19:47 PM,BIG BROTHERS AND BIG SISTERS OF SAN JUAN COUNTY,990,93493222013736,201632229349301373
14073240,EFILE,943073588,201512,1/10/2017 8:19:53 PM,HOUSING DEVELOPMENT CONSORTIUM OF SEATTLE - KING COUNTY,990,93493221022196,201642219349302219
14073236,EFILE,580942924,201512,1/10/2017 8:19:50 PM,CONSUMER CREDIT COUNSELING SERVICE OF GREATER ATLANTA INC,990,93493224021486,201632249349302148
14073221,EFILE,540445205,201512,1/10/2017 8:19:37 PM,YOUNG MENS CHRISTIAN ASSOCIATION OF SOUTH HAMPTON ROADS,990,93493222011976,201622229349301197
14073223,EFILE,272128072,201512,1/10/2017 8:19:39 PM,CITYARCHRIVER 2015 FOUNDATION,990,93493224011726,201622249349301172
14073649,EFILE,650533522,201512,1/10/2017 9:26:45 PM,BERRY EDUCATIONAL TRUST INC CO CAROLYN BERRY WILSON,990PF,93491256000866,201612569349100086
14047268,EFILE,263776649,201512,1/3/2017 8:58:24 AM,AL AND DIANE KRAMER FOUNDATION INC,990PF,93491228020636,201632289349102063
14047252,EFILE,770487786,201512,1/3/2017 8:58:18 AM,KB CHANDRASEKHAR FAMILY FOUNDATION,990PF,93491228005436,201632289349100543
14047251,EFILE,426496438,201512,1/3/2017 8:58:18 AM,CATHERINE VINCENT DEARDORF CHARITABLE FOUNDATION,990PF,93491228005086,201632289349100508
14047262,EFILE,770549288,201512,1/3/2017 8:58:22 AM,ALLISON LEE CONDIT FOUNDATION,990PF,93491228015486,201632289349101548
14047255,EFILE,364281197,201512,1/3/2017 8:58:19 AM,INSTITUTE FOR CONSUMER CREDIT EDUCA GUYTON,990PF,93491228007486,201632289349100748
14047273,EFILE,201560832,201512,1/3/2017 8:58:26 AM,GOOD NATURE INSTITUTE,990PF,93491231001036,201632319349100103
14047249,EFILE,650489592,201512,1/3/2017 8:58:17 AM,BRAVERMAN FAMILY FOUNDATION INC,990PF,93491228000036,201632289349100003
14073222,EFILE,043372500,201512,1/10/2017 8:19:38 PM,ISO NEW ENGLAND INC,990,93493223018526,201622239349301852
14073255,EFILE,741460204,201512,1/10/2017 8:20:07 PM,WOMENS AND MENS HEALTH SERVICES OF THE COASTAL BEND INC,990,93493228032736,201632289349303273
14073266,EFILE,463583955,201512,1/10/2017 8:20:12 PM,AGAPE HOUSE CHILDRENS HOME,990,93493228052586,201632289349305258
14073274,EFILE,752970180,201512,1/10/2017 8:20:16 PM,GRANBURYHOOD COUNTY EMERGENCY MEDICAL SERVICES INC,990,93493228068636,201632289349306863
14073258,EFILE,470944542,201512,1/10/2017 8:20:08 PM,OLIVER ROBINSON FOUNDATION,990,93493228037086,201632289349303708
14073271,EFILE,592434422,201509,1/10/2017 8:20:14 PM,PATIENT BUSINESS AND FINANCIAL SERVICES INC,990,93493228065986,201632289349306598
14073270,EFILE,056020466,201512,1/10/2017 8:20:13 PM,NEW ENGLAND WIRELESS AND STEAM MUSEUM,990,93493228063636,201632289349306363
14073252,EFILE,112411542,201512,1/10/2017 8:20:05 PM,ISLAMIC ASSOCIATION OF LONG ISLAND INC,990,93493228026136,201632289349302613
14073250,EFILE,210681160,201512,1/10/2017 8:20:04 PM,CHILD EVANGELISM FELLOWSHIP OF NJ INC,990,93493228019786,201632289349301978
14073278,EFILE,204634687,201512,1/10/2017 8:20:17 PM,KENMAT FOUNDATION INC,990,93493231007486,201632319349300748
14073267,EFILE,237126914,201509,1/10/2017 8:20:12 PM,LIGHTHOUSE COUNSELING CENTER INC,990,93493228054486,201632289349305448
14073277,EFILE,471542811,201512,1/10/2017 8:20:17 PM,ABHAYA FELLOWSHIP,990,93493229002086,201632299349300208
14073263,EFILE,510197010,201512,1/10/2017 8:20:10 PM,SULLIVAN COUNTY MENTAL HEALTH ASSOCIATION INC,990,93493228049686,201632289349304968
14073272,EFILE,841559406,201512,1/10/2017 8:20:15 PM,MERCY LOAN FUND,990,93493228066386,201632289349306638
14073275,EFILE,860743950,201512,1/10/2017 8:20:16 PM,BOYS AND GIRLS CLUB OF KINGMAN INC,990,93493228071286,201632289349307128
14073264,EFILE,061003712,201509,1/10/2017 8:20:11 PM,JOHN D THOMPSON HOSPICE INSTITUTE FOR EDUCATION TRAINING AND RESEARCH,990,93493228050236,201632289349305023
14073260,EFILE,273211797,201512,1/10/2017 8:20:09 PM,DREAM BIG CHRISTIAN ACADEMY K12 INC,990,93493228041286,201632289349304128
14073268,EFILE,396125537,201512,1/10/2017 8:20:13 PM,EAU CLAIRE COUNTY HUMANE ASSOCIATION INC,990,93493228056936,201632289349305693
14073254,EFILE,510247185,201512,1/10/2017 8:20:06 PM,PRISON FELLOWSHIP INTERNATIONAL,990,93493228031636,201632289349303163
14073257,EFILE,931215090,201512,1/10/2017 8:20:08 PM,CHRIS BORTON MEMORIAL SCHOLARSHIP FUND INC,990,93493228036436,201632289349303643
14073249,EFILE,161508946,201606,1/10/2017 8:20:04 PM,CATHOLIC BIBLICAL SCHOOL INC CO MRS BARBARA SHANAHAN EXEC DIR,990,93493228014186,201632289349301418
14073466,EFILE,432050577,201512,1/10/2017 8:46:16 PM,COYOTE FOUNDATION CO COYOTE PROPERTIES LLC,990PF,93491257005126,201622579349100512
14073451,EFILE,311353937,201604,1/10/2017 8:46:10 PM,GDM BROADCASTING FOUNDATION CO RONALD C CHRISTIAN,990PF,93491253008116,201612539349100811
14073476,EFILE,232706727,201511,1/10/2017 8:46:21 PM,EWING COLE CHARITABLE FOUNDATION,990PF,93491258005126,201622589349100512
14073460,EFILE,462133136,201601,1/10/2017 8:46:14 PM,BROOKLYN WARRIORS SOCCER ASSOCIATION INC,990PF,93491256004676,201622569349100467
14073459,EFILE,546051620,201604,1/10/2017 8:46:13 PM,J EDWIN TREAKLE FOUNDATION INC,990PF,93491256003076,201622569349100307
14073471,EFILE,461137162,201512,1/10/2017 8:46:18 PM,BRAIN MCCANN FAMILY FOUNDATION,990PF,93491258004076,201622589349100407
14073467,EFILE,263931162,201512,1/10/2017 8:46:17 PM,HENRY AND MARY VANDERGOOT FAMILY FOUNDATION,990PF,93491258000026,201622589349100002
14073465,EFILE,463015083,201606,1/10/2017 8:46:16 PM,ANIMAL AWARENESS AND ASSISTANCE,990PF,93491257005076,201622579349100507
14073458,EFILE,136120578,201604,1/10/2017 8:46:13 PM,SC BENJAMIN FOUNDATION,990PF,93491256001176,201622569349100117
14073474,EFILE,200548629,201512,1/10/2017 8:46:20 PM,CT HERRING CHARITABLE FOUNDATION,990PF,93491258004276,201622589349100427
14073449,EFILE,061502485,201604,1/10/2017 8:46:10 PM,C S CRAIG FAMILY FOUNDATION INC,990PF,93491257006006,201602579349100600
14073448,EFILE,527073564,201512,1/10/2017 8:46:09 PM,PARTAN FOUNDATION CO ANDREW STEWART PARTAN TRUSTEE,990PF,93491257004006,201602579349100400
14073455,EFILE,474562303,201512,1/10/2017 8:46:12 PM,MATTHEW HARRIS ORNSTEIN MEMORIAL FOUNDATION INC,990PF,93491255001526,201622559349100152
14073454,EFILE,263590071,201512,1/10/2017 8:46:11 PM,KATSMAN FOUNDATION FOR JEWISH SCHOLARSHIPS INC,990PF,93491253004076,201622539349100407
14073452,EFILE,760523208,201511,1/10/2017 8:46:11 PM,VINTAGE AUTO HERITAGE FOUNDATION,990PF,93491253008516,201612539349100851
14073457,EFILE,046019494,201605,1/10/2017 8:46:12 PM,NELLA M GRIMM FOX FOUNDATION,990PF,93491256001126,201622569349100112
14073456,EFILE,010837016,201512,1/10/2017 8:46:12 PM,CAMILLE SNIDER CHARITABLE REMAINDER UNITRUST,990PF,93491256001026,201622569349100102
14073450,EFILE,271831028,201512,1/10/2017 8:46:10 PM,NEW VERNON CAPITAL FOUNDATION,990PF,93491259004256,201602599349100425
14073462,EFILE,222578686,201510,1/10/2017 8:46:15 PM,SILPE FOUNDATION CO GIMCO USA,990PF,93491257000126,201622579349100012
14073477,EFILE,383149105,201512,1/10/2017 8:46:21 PM,HERMAN AND SHARON FRANKEL FOUNDATION,990PF,93491258008076,201622589349100807
14073461,EFILE,261585667,201512,1/10/2017 8:46:14 PM,MCKINNEY FAMILY FOUNDATION INC,990PF,93491256005526,201622569349100552
14073473,EFILE,472050216,201512,1/10/2017 8:46:20 PM,CROSS LAKE FLOATILLA,990PF,93491258004176,201622589349100417
14073470,EFILE,760637481,201512,1/10/2017 8:46:18 PM,DANJUL FAMILY FOUNDATION INC,990PF,93491258003276,201622589349100327
14073468,EFILE,200326332,201512,1/10/2017 8:46:17 PM,JAMES ALEXANDER FOUNDATION,990PF,93491258002076,201622589349100207
14073464,EFILE,521999670,201606,1/10/2017 8:46:16 PM,SALISBURY FAMILY FOUNDATION INC,990PF,93491257003076,201622579349100307
14052905,EFILE,113321870,201512,1/4/2017 7:03:03 AM,EAST WILLISTON TEACHERS ASSOCIATION SCHOLARSHIP FOUNDATION,990PF,93491232000016,201612329349100001
14055671,EFILE,452949268,201512,1/4/2017 4:48:13 PM,UNLEASHED PET RESCUE AND ADOPTION,990PF,93491232005016,201612329349100501
14055806,EFILE,616020308,201607,1/4/2017 5:31:17 PM,NORTON MEMORIAL INFIRMARY HITE FUND,990PF,93491232005066,201612329349100506
14052676,EFILE,522451464,201512,1/4/2017 6:44:09 AM,HARRY J BROWN JR FOUNDATION INC CO REICHEL REALTY,990PF,93491232007066,201612329349100706
14049415,EFILE,208307526,201512,1/3/2017 1:59:17 PM,TAKE HEART AMERICA,990EZ,93492232000066,201612329349200006
14051838,EFILE,263103877,201512,1/4/2017 12:06:07 AM,BOOKS FOR SOUTH AFRICA PROJECT NFP,990EZ,93492232002266,201612329349200226
14051810,EFILE,454136812,201512,1/4/2017 12:01:22 AM,NATIONAL CATTLEDOG ASSOCIATION,990EZ,93492232003066,201612329349200306
14051466,EFILE,237270180,201512,1/3/2017 11:28:59 PM,MARYLAND SOCIETY OF HEALTH-SYSTEMS PHARMACISTS,990EO,93492232005266,201612329349200526
