ID,OPEID,Institution Name,City,State,GiftReceivedDate,ForeignGiftAmount,GiftType,CountryGiftor,GiftorName
1388,00113100,California Institute of Technology,Pasadena,CA,08/27/2014,250,Contract,CANADA,POLYMER SOURCE INCORPORATED
1389,00113100,California Institute of Technology,Pasadena,CA,08/28/2014,4668,Contract,ENGLAND,TTP LABTECH LTD
1390,00113100,California Institute of Technology,Pasadena,CA,08/29/2014,750,Contract,ENGLAND,ANDREW TIMOTHY MACKAY
1391,00113100,California Institute of Technology,Pasadena,CA,08/29/2014,32500,Contract,CANADA,NANALYSIS CORP
1392,00113100,California Institute of Technology,Pasadena,CA,08/29/2014,1425,Contract,CANADA,DORIC LENSES
1393,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,22206,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
1394,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,42857,Contract,FRANCE,SANOFI-AVENTIS
1395,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,90596,Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
1396,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,6598,Contract,GERMANY,AREVA
1397,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,22533,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1398,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,256,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1399,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,7300,Contract,JAPAN,"TORAY INDUSTRIES, INC."
1400,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,68378,Contract,SOUTH KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
1401,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,2027,Contract,ENGLAND,UNIVERSITY OF LEEDS
1402,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,17225,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1403,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,9555,Contract,NORWAY,STATOIL PETROLEUM AS
1404,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,34351,Contract,SAUDI ARABIA,KING FAHD UNIVERSITY OF PETROLEUM &
1405,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,14556,Contract,DENMARK,NOVO NORDISK A/S
1406,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,431,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
1407,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,8374,Contract,JAPAN,SONY CORPORATION
1408,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,22541,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
1409,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,9101,Contract,CHINA,NATIONAL ASTRONOMICAL OBSERVATORIES
1410,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,12492,Contract,FRANCE,AIRBUS
1411,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,6829,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1412,00113100,California Institute of Technology,Pasadena,CA,08/31/2014,168289,Contract,SOUTH KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
1413,00113100,California Institute of Technology,Pasadena,CA,09/01/2014,2085,Contract,CANADA,DORIC LENSES
1414,00113100,California Institute of Technology,Pasadena,CA,09/02/2014,690,Contract,CANADA,FONT CANADA
1415,00113100,California Institute of Technology,Pasadena,CA,09/04/2014,771,Contract,CANADA,SELLECK CHEMICALS LLC
1416,00113100,California Institute of Technology,Pasadena,CA,09/05/2014,1500,Monetary Gift,CHINA,Mr. Chenyang Wang
1417,00113100,California Institute of Technology,Pasadena,CA,09/05/2014,427,Contract,GERMANY,BORAIDENT GMBH
1418,00113100,California Institute of Technology,Pasadena,CA,09/05/2014,241,Contract,ENGLAND,UQG LTD
1419,00113100,California Institute of Technology,Pasadena,CA,09/05/2014,100,Monetary Gift,FRANCE,Dr. Jan Veverka
1420,00113100,California Institute of Technology,Pasadena,CA,09/08/2014,269,Contract,GERMANY,IRIS BIOTECH GMBH
1421,00113100,California Institute of Technology,Pasadena,CA,09/09/2014,15000,Contract,CANADA,BCA RESEARCH INC
1422,00113100,California Institute of Technology,Pasadena,CA,09/09/2014,266,Contract,ENGLAND,BRITISH BIOCELL INTERNATIONAL LIMIT
1423,00113100,California Institute of Technology,Pasadena,CA,09/09/2014,1733,Contract,JAPAN,"""IMACHI, HIROYUKI"""
1424,00113100,California Institute of Technology,Pasadena,CA,09/10/2014,1875,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1425,00113100,California Institute of Technology,Pasadena,CA,09/11/2014,58975,Monetary Gift,JAPAN,Mitsubishi Chemical Corporation
1426,00113100,California Institute of Technology,Pasadena,CA,09/11/2014,86445,Contract,GERMANY,NEOLASE GMBH
1427,00113100,California Institute of Technology,Pasadena,CA,09/12/2014,1251,Contract,DENMARK,UNISENSE
1428,00113100,California Institute of Technology,Pasadena,CA,09/15/2014,19646,Contract,TAIWAN,MPI CORPORATION
1429,00113100,California Institute of Technology,Pasadena,CA,09/15/2014,1233,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
1430,00113100,California Institute of Technology,Pasadena,CA,09/15/2014,200,Monetary Gift,CHINA,Dr. Jiafu Luo
1431,00113100,California Institute of Technology,Pasadena,CA,09/17/2014,386,Contract,GERMANY,DSMZ DEUTSCHE SAMMLUNG VON MIKROORG
1432,00113100,California Institute of Technology,Pasadena,CA,09/18/2014,5161,Contract,ENGLAND,FMP EUROPE
1433,00113100,California Institute of Technology,Pasadena,CA,09/19/2014,385,Contract,CHINA,AMATEK CHEMICAL CO LTD
1434,00113100,California Institute of Technology,Pasadena,CA,09/22/2014,255,Contract,CANADA,ANGSTROM ENGINEERING INC
1435,00113100,California Institute of Technology,Pasadena,CA,09/23/2014,97,Contract,GERMANY,DSMZ DEUTSCHE SAMMLUNG VON MIKROORG
1436,00113100,California Institute of Technology,Pasadena,CA,09/24/2014,40200,Contract,CANADA,KINOVA
1437,00113100,California Institute of Technology,Pasadena,CA,09/24/2014,905,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1438,00113100,California Institute of Technology,Pasadena,CA,09/24/2014,389,Contract,ENGLAND,BBI GROUP
1439,00113100,California Institute of Technology,Pasadena,CA,09/25/2014,851,Contract,ENGLAND,MICRO LITHOGRAPHY SERVICES LTD
1440,00113100,California Institute of Technology,Pasadena,CA,09/25/2014,1350,Contract,CANADA,NORCADA
1441,00113100,California Institute of Technology,Pasadena,CA,09/25/2014,940,Contract,CANADA,OZ OPTICS LIMITED
1442,00113100,California Institute of Technology,Pasadena,CA,09/26/2014,58225,Contract,ENGLAND,TGK SCIENTIFIC LIMITED
1443,00113100,California Institute of Technology,Pasadena,CA,09/26/2014,270,Contract,CANADA,SELLECK CHEMICALS LLC
1444,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,8174,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1445,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,6829,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1446,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,153,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1447,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,1468,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
1448,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,4854,Contract,CHINA,NATIONAL ASTRONOMICAL OBSERVATORIES
1449,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,81747,Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
1450,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,46364,Contract,FRANCE,SANOFI-AVENTIS
1451,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,22844,Contract,DENMARK,NOVO NORDISK A/S
1452,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,3488,Contract,ENGLAND,UNIVERSITY OF LEEDS
1453,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,17033,Contract,NORWAY,STATOIL PETROLEUM AS
1454,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,8243,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
1455,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,29932,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
1456,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,6229,Contract,FRANCE,AIRBUS
1457,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,94099,Contract,SOUTH KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
1458,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,25347,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1459,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,165897,Contract,SOUTH KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
1460,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,54916,Contract,SAUDI ARABIA,KING FAHD UNIVERSITY OF PETROLEUM &
1461,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,19043,Contract,GERMANY,AREVA
1462,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,10060,Contract,JAPAN,"TORAY INDUSTRIES, INC."
1463,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,4000,Contract,ENGLAND,DURHAM UNIVERSITY
1464,00113100,California Institute of Technology,Pasadena,CA,09/30/2014,38619,Contract,JAPAN,SONY CORPORATION
1465,00113100,California Institute of Technology,Pasadena,CA,10/01/2014,30,Monetary Gift,JAPAN,Dr. Yoshitaka Suezawa
1466,00113100,California Institute of Technology,Pasadena,CA,10/01/2014,100,Monetary Gift,ENGLAND,Dr. Noel F. Smyth
1467,00113100,California Institute of Technology,Pasadena,CA,10/02/2014,4800,Contract,CANADA,MAPLESOFT
1468,00113100,California Institute of Technology,Pasadena,CA,10/02/2014,1025,Contract,CANADA,DORIC LENSES
1469,00113100,California Institute of Technology,Pasadena,CA,10/03/2014,634,Contract,GERMANY,IRIS BIOTECH GMBH
1470,00113100,California Institute of Technology,Pasadena,CA,10/03/2014,981,Contract,CHINA,LIANYUNGANG LCP BIOMEDICINE RESEARC
1471,00113100,California Institute of Technology,Pasadena,CA,10/06/2014,1069,Contract,ENGLAND,SOURCE BIOSCIENCE LIFESCIENCES
1472,00113100,California Institute of Technology,Pasadena,CA,10/06/2014,1755,Contract,ENGLAND,MACMILLAN PUBLISHERS LTD dba NATURE
1473,00113100,California Institute of Technology,Pasadena,CA,10/06/2014,940,Contract,CANADA,WT AND T INC
1474,00113100,California Institute of Technology,Pasadena,CA,10/07/2014,1541,Contract,GERMANY,LUIGS AND NEUMANN GMBH
1475,00113100,California Institute of Technology,Pasadena,CA,10/09/2014,460,Contract,CHINA,OPNETI COMMUNICATIONS COMPANY
1476,00113100,California Institute of Technology,Pasadena,CA,10/09/2014,110,Contract,CANADA,SELLECK CHEMICALS LLC
1477,00113100,California Institute of Technology,Pasadena,CA,10/10/2014,940,Contract,CANADA,SELLECK CHEMICALS LLC
1478,00113100,California Institute of Technology,Pasadena,CA,10/10/2014,359,Contract,ENGLAND,ABCAM INCORPORATED
1479,00113100,California Institute of Technology,Pasadena,CA,10/10/2014,19665,Contract,FRANCE,SARL LABENNE METEORITES
1480,00113100,California Institute of Technology,Pasadena,CA,10/10/2014,561,Contract,CANADA,SELLECK CHEMICALS LLC
1481,00113100,California Institute of Technology,Pasadena,CA,10/13/2014,200,Monetary Gift,FRANCE,Dr. Sebastien M. Candel
1482,00113100,California Institute of Technology,Pasadena,CA,10/14/2014,1050,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
1483,00113100,California Institute of Technology,Pasadena,CA,10/14/2014,595,Contract,CANADA,LUMEN DYNAMICS GROUP INC
1484,00113100,California Institute of Technology,Pasadena,CA,10/14/2014,2200,Contract,GERMANY,KINON SPIEGEL WILSDRUFF GMBH
1485,00113100,California Institute of Technology,Pasadena,CA,10/15/2014,396,Contract,CANADA,"""NADEAU, JAY"""
1486,00113100,California Institute of Technology,Pasadena,CA,10/16/2014,110,Contract,GERMANY,CHROMOTEK GMBH
1487,00113100,California Institute of Technology,Pasadena,CA,10/16/2014,166,Contract,GERMANY,"""SPENNINGER, CLAUS"""
1488,00113100,California Institute of Technology,Pasadena,CA,10/16/2014,1065,Contract,CHINA,ZHEJIANG ONTORES BIOTECHNOLOGIES CO
1489,00113100,California Institute of Technology,Pasadena,CA,10/16/2014,32600,Contract,JAPAN,ASAHI SPECTRA COMPANY LTD
1490,00113100,California Institute of Technology,Pasadena,CA,10/17/2014,967,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1491,00113100,California Institute of Technology,Pasadena,CA,10/20/2014,1881,Contract,GERMANY,NANO TEMPER TECHNOLOGIES GMBH
1492,00113100,California Institute of Technology,Pasadena,CA,10/20/2014,1341,Contract,CANADA,OZ OPTICS LIMITED
1493,00113100,California Institute of Technology,Pasadena,CA,10/21/2014,818,Contract,GERMANY,"""JULSETH, MARA JEAN"""
1494,00113100,California Institute of Technology,Pasadena,CA,10/21/2014,5089,Contract,ENGLAND,FMP EUROPE
1495,00113100,California Institute of Technology,Pasadena,CA,10/21/2014,236,Contract,GERMANY,ADVANCED MICROMACHINING TOOLS
1496,00113100,California Institute of Technology,Pasadena,CA,10/23/2014,1500,Contract,CHINA,INNOLIGHT TECHNOLOGY CORPORATION
1497,00113100,California Institute of Technology,Pasadena,CA,10/23/2014,2080,Contract,CANADA,DORIC LENSES
1498,00113100,California Institute of Technology,Pasadena,CA,10/24/2014,5680,Contract,GERMANY,HTW HOCHTEMPERATUR-WERKSTOFFE GMBH
1499,00113100,California Institute of Technology,Pasadena,CA,10/27/2014,5010,Contract,CANADA,DORIC LENSES
1500,00113100,California Institute of Technology,Pasadena,CA,10/28/2014,1077,Contract,ENGLAND,ABCAM INCORPORATED
1501,00113100,California Institute of Technology,Pasadena,CA,10/29/2014,100,Monetary Gift,CANADA,Dr. William N. Lennard
1502,00113100,California Institute of Technology,Pasadena,CA,10/30/2014,16150,Contract,CHINA,SHANGHAI LASER AND OPTICS CENTURY C
1503,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,474,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
1504,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,8045,Contract,JAPAN,"TORAY INDUSTRIES, INC."
1505,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,12786,Contract,JAPAN,SONY CORPORATION
1506,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,12016,Contract,CHINA,NATIONAL ASTRONOMICAL OBSERVATORIES
1507,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,109645,Contract,SOUTH KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
1508,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,13721,Contract,GERMANY,AREVA
1509,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,234,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
1510,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,44308,Contract,SAUDI ARABIA,KING FAHD UNIVERSITY OF PETROLEUM &
1511,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,23907,Contract,NORWAY,STATOIL PETROLEUM AS
1512,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,5043,Contract,FRANCE,"""BUZZI, STEPHANE"""
1513,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,170,Contract,ENGLAND,SOURCE BIOSCIENCE LIFESCIENCES
1514,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,21693,Contract,DENMARK,NOVO NORDISK A/S
1515,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,105,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1516,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,53478,Contract,SOUTH KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
1517,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,3583,Contract,GERMANY,THERMO FISHER SCIENTIFIC (BREMEN) G
1518,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,479,Contract,ENGLAND,OPTIGENE LIMITED
1519,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,4992,Contract,JAPAN,TAMAGAWA UNIVERSITY
1520,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,62294,Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
1521,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,56316,Contract,FRANCE,SANOFI-AVENTIS
1522,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,2625,Contract,CANADA,SILICYCLE INC
1523,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,4968,Contract,CANADA,SELLECK CHEMICALS LLC
1524,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,20617,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
1525,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,3685,Contract,FRANCE,AIRBUS
1526,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,3483,Contract,ENGLAND,UNIVERSITY OF LEEDS
1527,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,325,Contract,CHINA,GUIZHOU WYLTON JINGLIN ELECTRONIC M
1528,00113100,California Institute of Technology,Pasadena,CA,10/31/2014,27598,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1529,00113100,California Institute of Technology,Pasadena,CA,11/03/2014,262,Contract,GERMANY,"""SPENNINGER, CLAUS"""
1530,00113100,California Institute of Technology,Pasadena,CA,11/05/2014,864,Contract,ENGLAND,ABCAM INCORPORATED
1531,00113100,California Institute of Technology,Pasadena,CA,11/06/2014,52,Contract,GERMANY,DET KONGELIGE BIBLIOTEK
1532,00113100,California Institute of Technology,Pasadena,CA,11/06/2014,350,Contract,CANADA,NORCADA
1533,00113100,California Institute of Technology,Pasadena,CA,11/07/2014,252,Contract,GERMANY,IRIS BIOTECH GMBH
1534,00113100,California Institute of Technology,Pasadena,CA,11/10/2014,252,Contract,GERMANY,IRIS BIOTECH GMBH
1535,00113100,California Institute of Technology,Pasadena,CA,11/11/2014,100,Monetary Gift,ENGLAND,Mrs. Melody Howe McLaren
1536,00113100,California Institute of Technology,Pasadena,CA,11/11/2014,288,Contract,GERMANY,DSMZ DEUTSCHE SAMMLUNG VON MIKROORG
1537,00113100,California Institute of Technology,Pasadena,CA,11/12/2014,45,Monetary Gift,ENGLAND,Dr. Norbert K. Arndt
1538,00113100,California Institute of Technology,Pasadena,CA,11/13/2014,763,Contract,GERMANY,LUIGS AND NEUMANN GMBH
1539,00113100,California Institute of Technology,Pasadena,CA,11/13/2014,100,Monetary Gift,JAPAN,Dr. Kanau Kawashima
1540,00113100,California Institute of Technology,Pasadena,CA,11/17/2014,357,Contract,ENGLAND,ABCAM INCORPORATED
1541,00113100,California Institute of Technology,Pasadena,CA,11/17/2014,3870,Contract,JAPAN,COAX CO LTD
1542,00113100,California Institute of Technology,Pasadena,CA,11/17/2014,250,Monetary Gift,CANADA,Mr. U. Andrej Tenne-Sens
1543,00113100,California Institute of Technology,Pasadena,CA,11/18/2014,3910,Contract,ENGLAND,UNIVERSITY COLLEGE CARDIFF CONSULTA
1544,00113100,California Institute of Technology,Pasadena,CA,11/19/2014,7430,Contract,CANADA,NORCADA
1545,00113100,California Institute of Technology,Pasadena,CA,11/19/2014,975,Contract,ENGLAND,OXFORD UNIVERSITY PRESS
1546,00113100,California Institute of Technology,Pasadena,CA,11/20/2014,223,Contract,GERMANY,JENA BIOSCIENCE GMBH
1547,00113100,California Institute of Technology,Pasadena,CA,11/20/2014,1275,Contract,CANADA,ZABER TECHNOLOGIES
1548,00113100,California Institute of Technology,Pasadena,CA,11/21/2014,600,Contract,CANADA,MATTER AND FORM INC
1549,00113100,California Institute of Technology,Pasadena,CA,11/21/2014,250,Contract,CANADA,POLYMER SOURCE INCORPORATED
1550,00113100,California Institute of Technology,Pasadena,CA,11/21/2014,85,Monetary Gift,CANADA,Dr. Peter G. Miasek
1551,00113100,California Institute of Technology,Pasadena,CA,11/21/2014,400,Monetary Gift,CANADA,Mr. Benjamin G. Lee
1552,00113100,California Institute of Technology,Pasadena,CA,11/24/2014,1800,Contract,ENGLAND,PRIMARY TRUSTWORTHY DIGITAL REPOSIT
1553,00113100,California Institute of Technology,Pasadena,CA,11/24/2014,4987,Contract,ENGLAND,FMP EUROPE
1554,00113100,California Institute of Technology,Pasadena,CA,11/24/2014,100,Monetary Gift,JAPAN,Mr. Takeshi Tsuji
1555,00113100,California Institute of Technology,Pasadena,CA,11/24/2014,389,Contract,ENGLAND,ABCAM INCORPORATED
1556,00113100,California Institute of Technology,Pasadena,CA,11/25/2014,2000,Monetary Gift,TAIWAN,Dr. Ming-Ta Hsu
1557,00113100,California Institute of Technology,Pasadena,CA,11/25/2014,1080,Contract,CANADA,POINT GREY RESEARCH
1558,00113100,California Institute of Technology,Pasadena,CA,11/26/2014,1167,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
1559,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,10489,Contract,CHINA,NATIONAL ASTRONOMICAL OBSERVATORIES
1560,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,65074,Contract,SAUDI ARABIA,KING FAHD UNIVERSITY OF PETROLEUM &
1561,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,11920,Contract,GERMANY,AREVA
1562,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,8450,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1563,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,8864,Contract,JAPAN,"TORAY INDUSTRIES, INC."
1564,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,8644,Contract,JAPAN,SONY CORPORATION
1565,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,80982,Contract,SOUTH KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
1566,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,3876,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
1567,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,35086,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1568,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,399,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1569,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,3163,Contract,ENGLAND,UNIVERSITY OF LEEDS
1570,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,38351,Contract,DENMARK,NOVO NORDISK A/S
1571,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,1244,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
1572,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,52182,Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
1573,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,27353,Contract,NORWAY,STATOIL PETROLEUM AS
1574,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,24099,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
1575,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,12743,Contract,FRANCE,INSTITUT MERIEUX
1576,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,2418,Contract,GERMANY,THERMO FISHER SCIENTIFIC (BREMEN) G
1577,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,47546,Contract,SOUTH KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
1578,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,26496,Contract,FRANCE,SANOFI-AVENTIS
1579,00113100,California Institute of Technology,Pasadena,CA,11/30/2014,3191,Contract,FRANCE,AIRBUS
1580,00113100,California Institute of Technology,Pasadena,CA,12/01/2014,1250,Contract,GERMANY,KINON SPIEGEL WILSDRUFF GMBH
1581,00113100,California Institute of Technology,Pasadena,CA,12/02/2014,140,Contract,ENGLAND,CULTURE COLLECTION OF ALGAE AND PRO
1582,00113100,California Institute of Technology,Pasadena,CA,12/02/2014,1600,Contract,JAPAN,ASAHI ELECTRIC INSTITUTE
1583,00113100,California Institute of Technology,Pasadena,CA,12/02/2014,2453,Contract,ENGLAND,OXFORD APPLIED RESEARCH USA INC
1584,00113100,California Institute of Technology,Pasadena,CA,12/03/2014,465,Contract,GERMANY,JPT PEPTIDE TECHOLOGIES GMBH
1585,00113100,California Institute of Technology,Pasadena,CA,12/03/2014,20,Monetary Gift,JAPAN,Mr. Satoshi Sugawara
1586,00113100,California Institute of Technology,Pasadena,CA,12/03/2014,2677,Contract,CANADA,LUMERICAL SOLUTIONS INCORPORATED
1587,00113100,California Institute of Technology,Pasadena,CA,12/04/2014,2500,Contract,ENGLAND,"""ORME, NIGEL"""
1588,00113100,California Institute of Technology,Pasadena,CA,12/04/2014,207,Contract,GERMANY,"""SPENNINGER, CLAUS"""
1589,00113100,California Institute of Technology,Pasadena,CA,12/04/2014,4700,Contract,CANADA,"""MORRISON, AARON"""
1590,00113100,California Institute of Technology,Pasadena,CA,12/09/2014,2080,Contract,CANADA,DORIC LENSES
1591,00113100,California Institute of Technology,Pasadena,CA,12/09/2014,738,Contract,ENGLAND,ABCAM INCORPORATED
1592,00113100,California Institute of Technology,Pasadena,CA,12/09/2014,142,Contract,GERMANY,JENA BIOSCIENCE GMBH
1593,00113100,California Institute of Technology,Pasadena,CA,12/10/2014,5700,Contract,CANADA,NORCADA
1594,00113100,California Institute of Technology,Pasadena,CA,12/10/2014,4990,Contract,ENGLAND,FMP EUROPE
1595,00113100,California Institute of Technology,Pasadena,CA,12/10/2014,266,Contract,ENGLAND,BRITISH BIOCELL INTERNATIONAL LIMIT
1596,00113100,California Institute of Technology,Pasadena,CA,12/11/2014,160000,Contract,CHINA,HANGZHOU NANOV C2FAST INC
1597,00113100,California Institute of Technology,Pasadena,CA,12/11/2014,1560,Contract,ENGLAND,OXFORD APPLIED RESEARCH USA INC
1598,00113100,California Institute of Technology,Pasadena,CA,12/12/2014,219,Contract,SOUTH KOREA,KCERACELL
1599,00113100,California Institute of Technology,Pasadena,CA,12/12/2014,1400,Contract,ENGLAND,UV LIGHT TECHNOLOGY LIMITED
1600,00113100,California Institute of Technology,Pasadena,CA,12/12/2014,165,Contract,ENGLAND,ABCAM INCORPORATED
1601,00113100,California Institute of Technology,Pasadena,CA,12/15/2014,250,Monetary Gift,CANADA,Dr. Dennis R. McCalla
1602,00113100,California Institute of Technology,Pasadena,CA,12/15/2014,294,Contract,CANADA,SELLECK CHEMICALS LLC
1603,00113100,California Institute of Technology,Pasadena,CA,12/15/2014,130320,Monetary Gift,ENGLAND,University of Cambridge
1604,00113100,California Institute of Technology,Pasadena,CA,12/16/2014,1253,Contract,GERMANY,FRAUNHOFER IBMT
1605,00113100,California Institute of Technology,Pasadena,CA,12/16/2014,704,Contract,GERMANY,GLASGERATEBAU OCHS GMBH
1606,00113100,California Institute of Technology,Pasadena,CA,12/17/2014,1980,Contract,CANADA,DORIC LENSES
1607,00113100,California Institute of Technology,Pasadena,CA,12/17/2014,97,Contract,GERMANY,KETTENBACH GMBH AND CO KG
1608,00113100,California Institute of Technology,Pasadena,CA,12/17/2014,50,Monetary Gift,FRANCE,Mr. Jean-Pierre Dolait
1609,00113100,California Institute of Technology,Pasadena,CA,12/18/2014,100,Monetary Gift,TAIWAN,Mr. Eric H. Chow
